surname,frequency_first
MENDES,3325
LAVIN,3322
CONSTANTIN,3322
GABALDON,3318
PATON,3313
SOLSONA,3313
FELIZ,3313
ESCOLANO,3313
TABARES,3309
VALDIVIESO,3308
BAYONA,3307
HERRAEZ,3302
REGO,3298
CORPAS,3298
DE LA HOZ,3298
AVALOS,3295
GIJON,3294
NOYA,3294
GUILLAMON,3293
BORREGUERO,3289
SIRVENT,3288
IÑIGO,3281
PACHON,3280
HUESO,3280
QUINTELA,3278
VICENS,3272
BERTOMEU,3271
SERRAT,3269
PIEDRA,3268
BORRELL,3267
CUADROS,3266
ZARZA,3265
STAN,3262
RENDON,3261
ALCOCER,3259
TRIGUEROS,3257
RODERO,3254
DA COSTA,3248
BARRADO,3246
CEDEÑO,3238
AZORIN,3235
CALLEJO,3234
ASENSI,3232
STOICA,3228
DEL TORO,3226
CASTIÑEIRA,3223
VIEIRA,3221
BARO,3220
POSE,3218
COLOMA,3218
MARCHENA,3216
ALEGRIA,3212
VIVO,3211
TREJO,3206
GALEANO,3206
SOMOZA,3201
ARACIL,3200
MONEDERO,3198
MAESO,3197
BOZA,3194
GAMBOA,3194
BRENES,3194
MAGAN,3192
HEVIA,3190
MUR,3189
GANDARA,3187
HERNANZ,3183
MANCERA,3180
AMENGUAL,3179
BARCENA,3179
TORAL,3178
GAMARRA,3173
BATLLE,3172
POU,3168
QUISPE,3167
BALBOA,3167
GALARZA,3162
DEL CERRO,3160
CALLEJAS,3159
GHEORGHE,3159
TORTAJADA,3157
GARGALLO,3156
CEJUDO,3153
TORRALBO,3150
VILLAESCUSA,3147
JAREÑO,3146
MOURE,3145
ZARCO,3144
MIHAI,3144
BAUZA,3141
TAMARIT,3140
SEIJO,3137
PIQUER,3137
URBINA,3136
LLOP,3136
PELEGRIN,3136
QUIJADA,3134
LLACER,3133
REQUEJO,3130
VASILE,3129
COMESAÑA,3128
FABRA,3126
CHAMIZO,3126
OCAMPO,3126
PERONA,3124
CABRERIZO,3122
BERNAT,3121
AGUSTI,3115
PRADES,3115
LERMA,3115
BROTONS,3110
BERRIO,3102
MALAGON,3100
MAYORGA,3095
MOLANO,3094
RODAS,3092
POPESCU,3092
DEL HOYO,3089
LARROSA,3089
PIMENTEL,3088
GELABERT,3087
MARQUINA,3086
ESTEPA,3085
GASCO,3085
TEJEDA,3078
ARMENTEROS,3078
GIRONA,3075
LUMBRERAS,3074
TRONCOSO,3059
MACHUCA,3050
SICILIA,3046
JI,3044
VILLARROEL,3040
MIÑANA,3038
MESAS,3037
COLLANTES,3035
DIOS,3029
ETXEBERRIA,3027
HERNAN,3026
NOVILLO,3023
MOSCOSO,3019
HERMOSILLA,3008
FLOR,3007
ESCOBEDO,3007
OLIVERAS,3006
CRUZADO,3005
CAMARENA,3001
LEYVA,3000
BERBEL,2995
LOPERA,2993
CORONA,2993
AZCONA,2992
CAÑELLAS,2989
CANDEL,2986
VILALTA,2986
MAGRO,2982
REGUEIRA,2981
BOUZAS,2981
ALCAÑIZ,2981
REVERTE,2978
CIUDAD,2976
COLLAZO,2975
GALDON,2973
BATALLA,2973
GONGORA,2972
LEDO,2969
GALLEGOS,2966
CASTELLON,2962
ESPI,2962
MUHAMMAD,2961
MONTSERRAT,2959
BELENGUER,2959
RESTREPO,2953
CUBAS,2952
PUENTES,2951
PIERA,2950
MADUEÑO,2947
ENRIQUE,2944
VARAS,2944
ADAME,2943
MALLO,2940
GALDEANO,2940
MENDIETA,2940
VERDE,2940
URIA,2939
MUNUERA,2938
UTRILLA,2937
CEA,2935
LOPES,2935
TRAORE,2935
PALACIN,2931
RICART,2930
VAZ,2930
BAZ,2929
FABREGAS,2928
BALDE,2927
VILLALON,2925
MORANT,2925
ROURA,2923
PONT,2923
JOVE,2922
MAYORDOMO,2918
IVARS,2917
VINUESA,2913
ARANGUREN,2913
RIOJA,2912
ZABALETA,2909
ILLAN,2909
CORDOVA,2907
GARATE,2905
MUELA,2904
CANOSA,2902
ESCOLAR,2902
LASHERAS,2900
VIÑA,2898
TEIJEIRO,2895
PORTILLA,2893
TRUEBA,2893
CREMADES,2893
DARIAS,2891
BENEDICTO,2890
CASTELLA,2890
GOMARIZ,2888
GAVIRA,2885
PALLAS,2884
BOADA,2882
MONTAÑEZ,2877
LABORDA,2876
ILLESCAS,2876
SALVADO,2875
ORTIN,2873
MELGAREJO,2871
AGUSTIN,2870
PADIN,2866
BOLUDA,2863
OBREGON,2862
JUNQUERA,2857
POLANCO,2855
MARCHANTE,2855
RAYO,2854
LECHUGA,2852
CARRASCAL,2851
FANDIÑO,2849
ADELL,2848
MAGDALENO,2842
VILAPLANA,2841
ELENA,2840
TROYA,2838
FORNES,2836
DAVID,2836
LLOBET,2834
PUEBLA,2834
MULA,2829
FOLCH,2829
ADROVER,2829
GREGORI,2826
HORTELANO,2825
ALDEA,2823
MARZO,2819
BONILLO,2818
TEROL,2817
ELORZA,2816
INSUA,2816
SOLORZANO,2816
LEMOS,2815
BOUZA,2814
JONES,2810
ALEJO,2808
BARRUL,2808
ORIHUELA,2805
RUBIALES,2799
ALMODOVAR,2798
ANTONIO,2798
CLAVERIA,2795
JUSTICIA,2795
CACHO,2794
GOMILA,2794
COROMINAS,2793
CANTARERO,2788
NOGUES,2787
ZAPICO,2784
PALENZUELA,2783
HOLGUIN,2778
LARIOS,2776
GUAL,2776
GEORGIEV,2774
DONCEL,2769
MORAGA,2763
LANZA,2762
CALVIÑO,2761
KHAN,2761
ESCALERA,2758
ARMERO,2754
ARIÑO,2752
ALBARRACIN,2750
MONSERRAT,2750
CAPEL,2749
CUADRA,2748
ARNEDO,2747
ETXEBARRIA,2746
CORREDOR,2745
IQBAL,2740
DOBLAS,2739
MOLINS,2739
BOCANEGRA,2736
LUGO,2735
PINTOS,2734
GUEDES,2733
SALOM,2732
ARREDONDO,2727
GEORGIEVA,2726
MAGAÑA,2723
AUGUSTO,2723
CARAZO,2717
PRESA,2716
CAVERO,2712
CUELLO,2710
OVEJERO,2709
OÑATE,2709
ORGAZ,2707
LAMA,2706
GUAMAN,2703
DE LOS RIOS,2701
ARREBOLA,2700
FALCO,2696
FARIÑAS,2695
MALO,2695
BARBER,2693
SUN,2693
RIESCO,2692
CABRAL,2692
LLAMAZARES,2690
GALA,2689
VIGIL,2689
PLATERO,2689
CRESPI,2689
SEBASTIA,2686
GAYA,2686
CASTELO,2684
SUERO,2682
MESTRES,2679
MATUTE,2678
ARCO,2677
JUEZ,2676
EZQUERRA,2674
RIBA,2670
ULLOA,2668
OLIVEROS,2668
MATEI,2667
QIU,2664
GRANELL,2661
CARCELES,2656
CAÑO,2654
BEL,2653
TARIN,2651
MARFIL,2650
MELCHOR,2647
ELIZALDE,2647
RUBIA,2646
TEIXIDO,2646
PEDREIRA,2645
ASTORGA,2645
PAÑOS,2644
FEITO,2639
CALLEJON,2638
VILLAREJO,2637
PEÑARANDA,2637
ADRIAN,2636
LONDOÑO,2634
CABALEIRO,2630
VALDEZ,2626
BATALLER,2626
NAVA,2626
TORRENS,2626
MENACHO,2625
OLIVE,2624
POYATOS,2623
RISCO,2622
ALLENDE,2621
CALVET,2620
MOLTO,2617
POL,2617
ODRIOZOLA,2616
CERON,2615
GONCALVES,2614
SUREDA,2610
SESMA,2610
ESTRELLA,2609
GORDON,2608
ARMENDARIZ,2602
DEL ROSARIO,2602
SILLERO,2601
DOPICO,2597
OLALLA,2596
LIGERO,2596
CORREDERA,2594
DIMITROV,2593
KEITA,2592
CAVA,2585
COLAS,2584
VILLARROYA,2583
SARRIA,2583
GARRIGOS,2583
CAMARASA,2581
RUFO,2578
OSPINA,2575
ARGUELLO,2575
SANTAELLA,2573
TINOCO,2573
ABARCA,2573
HUMANES,2571
SANTACRUZ,2568
VALENCIANO,2567
GIBERT,2566
PERNAS,2564
DOVAL,2563
CAMPUZANO,2563
CARRIL,2555
BRUNO,2554
SALGUEIRO,2552
DOMENE,2552
GAY,2551
BOHORQUEZ,2551
LIMON,2550
ROJANO,2550
VASCO,2549
LLABRES,2548
MADARIAGA,2547
MONTANER,2547
ZAPATERO,2545
VILLALTA,2543
ARRIZABALAGA,2543
ISLA,2541
GODINO,2534
SANJURJO,2534
MOZO,2533
COMINO,2532
PIRIS,2530
GALLART,2530
BUSTILLO,2528
PARES,2528
CARA,2525
TENDERO,2524
JAUME,2523
ESTRUCH,2519
GAONA,2519
CUBILLO,2518
XIA,2518
BENET,2515
PALMER,2515
ESPINOLA,2514
GARIJO,2514
HERRADOR,2513
DE SOUSA,2513
DIMITROVA,2513
EZQUERRO,2511
VIVAR,2509
LAINEZ,2509
PARIENTE,2508
DIAS,2508
MIÑANO,2504
OLLE,2503
SERBAN,2503
BARQUIN,2502
FORTUNY,2499
GAMIZ,2498
ARTOLA,2497
SANTANDER,2492
BAÑON,2488
CAPITAN,2485
MANRESA,2481
GRAS,2481
CABANES,2481
BAILON,2480
ARRIAGA,2479
BETHENCOURT,2478
OLIVAS,2477
MAYOL,2476
DOLZ,2476
CANCELA,2472
LORITE,2469
MONTAÑA,2468
MANCHON,2467
CHINEA,2466
RUSU,2466
VERGES,2465
RECUERO,2463
ESQUINAS,2463
SAN EMETERIO,2460
BUZON,2459
VICTORIA,2459
SANGUINO,2458
MAURI,2456
NOVAS,2455
SALVA,2453
ORTI,2453
VILLALONGA,2452
MORATALLA,2452
ARQUES,2449
MONCADA,2447
LOIS,2442
STEFAN,2442
BLESA,2439
DEL ALAMO,2438
IGUAL,2438
MATESANZ,2437
BRU,2436
PLANELLS,2435
CARNICERO,2431
LOMAS,2429
LEBRON,2429
NAVAJAS,2428
BRIZ,2426
QUERALT,2424
PIRES,2421
LAGARES,2420
DE PRADO,2420
VIZUETE,2420
ARENCIBIA,2419
MANCHADO,2418
JARQUE,2418
DEL AGUILA,2415
CASELLAS,2414
FALL,2414
CLAROS,2413
MONTEJO,2412
ROMA,2411
VILLEN,2409
BELLVER,2405
FRESNO,2404
COLORADO,2403
MANCILLA,2402
CIOBANU,2398
BIELSA,2397
ALMENARA,2396
BELINCHON,2392
BERNA,2392
COUSO,2392
BORRALLO,2388
OLIVAN,2386
LACALLE,2384
AGUILO,2383
VIEDMA,2382
PICHARDO,2382
JOSE,2379
SARRION,2378
FILGUEIRA,2378
CHUECA,2377
ISERN,2377
MENOR,2375
ILIE,2373
DE LA PUENTE,2370
NUEZ,2369
MARAÑON,2367
AMATE,2365
COMA,2364
MASCARO,2364
FLEITAS,2362
MINGORANCE,2360
CAMARGO,2360
DE FRANCISCO,2359
MOHEDANO,2352
GARRO,2351
SAUCEDO,2351
UGALDE,2350
ANGLADA,2349
MAMANI,2348
URREA,2344
SANTISTEBAN,2344
BARAJAS,2343
ANDREO,2343
LLERA,2342
IRIGOYEN,2341
ALAMEDA,2340
CAPO,2339
MAÑEZ,2336
GIRONES,2336
CERRILLO,2336
LAZAR,2336
MORAGUES,2334
WILLIAMS,2334
PARERA,2333
ZAZO,2332
GAMBIN,2331
OSES,2330
FRUCTUOSO,2328
ALEJANDRE,2328
VECINO,2326
ALDANA,2325
BERZOSA,2325
BELLES,2322
BORONAT,2320
BENJUMEA,2319
FERIA,2318
VIVANCO,2317
COULIBALY,2316
DONATE,2314
PERNIA,2310
GUEYE,2308
GIRALT,2304
AÑON,2303
ITURBE,2303
ALOS,2296
RIAÑO,2295
NAHARRO,2295
FERRANDIS,2294
CHENG,2294
ACEBES,2292
ESCRIG,2291
BERMUDO,2291
BONO,2291
CASTAN,2289
OLMEDA,2289
TRENADO,2283
GABRIEL,2281
DE LA PAZ,2277
MANUEL,2276
BARBERAN,2275
FLOREA,2275
SANTIN,2274
CASTAÑON,2272
BACHILLER,2270
PAYAN,2268
ALTUNA,2267
MIÑARRO,2266
OLLERO,2265
DUAL,2264
PADIAL,2262
AVENDAÑO,2262
TATO,2262
BUJAN,2260
AGUDELO,2259
LARGO,2259
ZAYAS,2258
BENEYTO,2258
GOIKOETXEA,2257
PARDOS,2256
CHICHARRO,2254
TORRENTS,2253
RIZO,2253
DIAGO,2251
SEDEÑO,2251
MERLO,2251
PALAO,2248
FABREGA,2247
PINAR,2245
PI,2245
MIER,2242
AQUINO,2242
MEDEL,2239
MOROTE,2239
NOGUERAS,2239
BURILLO,2238
BOTE,2238
RAVELO,2237
MOLES,2234
PONTE,2234
BLAYA,2232
VILELA,2231
YU,2231
ARBELO,2230
GUITART,2229
FORES,2229
DOBLADO,2227
CHAO,2224
LAHUERTA,2222
MAZON,2221
SANDE,2221
MASA,2219
JUANES,2214
CELDRAN,2213
MONSALVE,2213
BERGES,2210
SAHUQUILLO,2209
SORO,2209
HUERGA,2208
ARMESTO,2207
AMOEDO,2206
CORCHERO,2206
PEDREÑO,2204
PRIOR,2204
CECILIA,2203
GORRIZ,2203
BECERRIL,2201
NUEVO,2201
MORTE,2200
VICEDO,2199
MUIÑO,2196
OLAYA,2196
OPREA,2196
MONCAYO,2195
SAÑUDO,2193
CAMBRA,2193
DE VEGA,2192
AGIRRE,2192
AIZPURUA,2191
ROCHE,2190
PAMIES,2187
SANAHUJA,2186
SAN SEGUNDO,2184
MECA,2183
FORMOSO,2181
DE LUIS,2181
GRAGERA,2180
DE ARRIBA,2180
LAPEÑA,2178
ZUBIZARRETA,2176
ANTUÑA,2175
LIZARRAGA,2174
PEÑAFIEL,2173
FAUS,2171
SOLLA,2170
FIERRO,2169
ATENCIA,2168
SOARES,2167
MOURIÑO,2166
MEZA,2165
BALSERA,2164
MOREJON,2164
MEROÑO,2164
YEBRA,2162
TRAPERO,2161
GUELL,2161
ALBIOL,2157
CABANAS,2154
PALOMERO,2152
MONTERDE,2151
SAYAGO,2149
NAJERA,2146
FIGUEIRAS,2146
YESTE,2146
FORT,2144
POVEDANO,2138
CAICEDO,2137
TARRAGA,2137
ROUCO,2136
ARRIOLA,2134
CORES,2132
GAYOSO,2132
SELVA,2131
BARRO,2130
FIOL,2129
FORTEA,2127
MAGDALENA,2125
FAYOS,2125
PAZO,2123
ARMADA,2122
GUO,2121
MONASTERIO,2119
ALBERCA,2118
RENEDO,2118
APARISI,2118
FORNER,2117
PRECIADO,2116
AVELLANEDA,2115
NAYA,2112
SOLDEVILA,2112
GARRE,2111
ARDILA,2110
REGIDOR,2109
BOTANA,2109
BASCUÑANA,2109
MEDEROS,2109
BALBUENA,2109
SUBIRATS,2109
LEZCANO,2109
EXTREMERA,2107
VINAGRE,2105
ZURDO,2105
PIQUE,2105
SOW,2105
MUELAS,2103
BIOSCA,2102
ABAL,2100
ION,2099
DOS ANJOS,2097
VAQUERIZO,2093
CINTAS,2092
PORCAR,2090
PUJADAS,2090
MARUGAN,2089
LEO,2088
FUMERO,2087
HENAO,2086
ORIA,2085
ESCANDELL,2085
DE PABLOS,2084
DE GRACIA,2082
HEREDERO,2081
OLANO,2080
VIÑALS,2079
ARTACHO,2079
DOÑA,2077
ALIAS,2076
THOMAS,2076
PENAS,2075
BRAGADO,2075
CARRIO,2072
CARBAJAL,2065
VALLINA,2065
CABEZUELO,2064
MURESAN,2063
LORES,2061
MINGO,2058
BUIL,2057
ESQUIVEL,2057
FARRES,2056
ESCODA,2056
MANEIRO,2053
TARAZONA,2053
DE LA MATA,2052
SOCORRO,2050
DIARRA,2050
SANDU,2048
PANDO,2045
CAPELLA,2044
FERRERES,2042
BOSQUE,2042
BRUNET,2041
CHAVARRIA,2041
PENALVA,2039
PAIS,2037
BROWN,2037
LLANES,2036
REVERT,2036
ALTAMIRANO,2035
EL IDRISSI,2034
BENLLOCH,2031
TABERNERO,2030
ESPADAS,2030
DE VICENTE,2030
BETANCORT,2029
SANTANO,2029
BAH,2029
ALBERTO,2027
CORZO,2027
VILLARES,2026
COSANO,2026
RIGO,2025
ALMELA,2023
BEATO,2023
CEJAS,2022
CARTAGENA,2020
BALLESTERO,2020
PEDRO,2017
ALGARRA,2015
VELILLA,2011
MONCHO,2010
TUDOR,2010
VALIDO,2009
COLOMINA,2006
SOLANAS,2004
LENDINEZ,2004
VALIÑO,2003
TEJERINA,2002
CABEZON,2001
CABERO,2001
PUCHADES,2001
FIGUEROLA,1999
TOMA,1999
RONDA,1997
TAYLOR,1997
CAÑAMERO,1994
ROGER,1992
AHMAD,1991
TELLERIA,1990
TROYANO,1989
MONTEIRO,1987
IMAZ,1986
RUIPEREZ,1986
MACARRO,1985
MULLER,1984
FERRAN,1983
CIFRE,1981
BURGUEÑO,1981
GOYA,1980
LUCERO,1979
FABIAN,1978
LOZA,1978
MASO,1977
GERMAN,1977
VIEITES,1977
SIGUENZA,1976
NEGRO,1976
MASCARELL,1975
BAÑULS,1974
BELLOSO,1973
LANGA,1973
RIESGO,1973
PUJANTE,1971
REGUERO,1970
BARREIRA,1970
CABAÑERO,1969
MONTON,1969
ESCAMEZ,1967
LUCIO,1967
VAÑO,1964
QUIROZ,1962
MANZANERA,1962
VILLARRUBIA,1962
HERRAN,1960
DOPAZO,1960
BARREDO,1960
SAIDI,1960
CALONGE,1959
MUNTEANU,1959
INGLES,1958
CLARAMUNT,1958
URANGA,1956
PEON,1956
ABDESELAM,1956
PINILLOS,1956
VERDAGUER,1954
RANDO,1952
VILASECA,1952
PEÑATE,1952
GONZALVO,1950
SERVERA,1950
GUINEA,1949
CISSE,1949
LINDE,1948
PETROV,1947
CALLES,1946
BAÑO,1946
CEVALLOS,1946
BRAÑA,1945
DE LA RUBIA,1944
CUMPLIDO,1943
COLON,1943
ANDUEZA,1938
CORREIA,1937
HENARES,1935
HUARTE,1935
LAMELA,1934
CANTALEJO,1934
PEDROS,1933
DOCAMPO,1932
EL MOUSSAOUI,1932
SUEIRO,1930
MANCHA,1930
COBAS,1929
ORIVE,1928
ZHAO,1928
MUIÑOS,1927
ENCISO,1926
SOJO,1924
COLOME,1924
CARRAL,1923
ROY,1922
HAMED,1919
REPISO,1918
CALVILLO,1918
AGRA,1917
MANCHEÑO,1915
SOTOMAYOR,1915
YANEZ,1914
MANERO,1913
ESLAVA,1912
ARGUDO,1912
ESPAÑOL,1912
BARBEITO,1911
BAYARRI,1911
VAREA,1910
YUBERO,1908
DE SOUZA,1907
PIÑON,1907
FORCADA,1906
RUPEREZ,1904
SALHI,1904
PARAMO,1903
ANTA,1903
LIDON,1902
QUIJANO,1902
QUEZADA,1902
BORT,1902
GRIMA,1902
MENCIA,1901
EL AMRANI,1901
MENDIOLA,1900
PETROVA,1900
TORNE,1899
MOMPO,1898
DE TORRES,1897
BADIOLA,1895
GUIU,1893
CARVALHO,1893
FONTANET,1892
GRANJA,1891
PAMPIN,1891
FERRON,1889
CORROCHANO,1886
CRISTEA,1884
GARDE,1882
BENGOA,1881
TAPIAS,1879
ZAPATER,1879
LAO,1879
PATO,1878
MARCHAL,1878
MAILLO,1878
CARRATALA,1876
MOÑINO,1875
MASSO,1874
BARRANTES,1874
VILELLA,1874
SARR,1874
STANCIU,1874
RAMALLO,1872
FOLGADO,1870
LACRUZ,1870
CREUS,1869
POMAR,1869
PALOU,1866
ADAM,1866
PIÑERA,1864
CELADA,1863
MARIMON,1863
MURCIANO,1860
FIGUEREDO,1857
LUPU,1856
ALEJANDRO,1854
LOJO,1854
LACASA,1852
CARCELLER,1851
LAZCANO,1851
DE BENITO,1851
PARGA,1849
BALCELLS,1849
IRIONDO,1848
BOLADO,1848
DEL ARCO,1847
DACOSTA,1847
MELIA,1844
VALDERAS,1844
PEREGRINA,1844
VIÑUELA,1844
CONSUEGRA,1843
NACHER,1841
HORMIGO,1840
CORTEZ,1837
BA,1837
LIZANA,1836
CELAYA,1836
ABDELKADER,1836
AMAR,1835
NOVELLA,1835
BASTOS,1835
SUÑE,1834
BEITIA,1834
VIGARA,1833
MUSTAFA,1831
CALIN,1826
ARRIAZA,1824
ESTELLES,1824
DE TORO,1824
VARGA,1822
NIANG,1822
RAGA,1820
MAZO,1820
ESPIGARES,1819
CADENA,1816
NEGRETE,1816
LUPIAÑEZ,1816
MERCADAL,1815
CASTRILLON,1814
SABIO,1813
SINTES,1813
GOZALO,1812
CLARES,1812
CABRE,1810
ESPINAL,1808
MONFORTE,1807
ALBACETE,1806
FERRIZ,1806
MEZQUITA,1806
POYATO,1806
RAVENTOS,1806
CAZALLA,1805
CEREZUELA,1804
ROSIQUE,1801
POZAS,1801
POCH,1800
DE MINGO,1799
ANDREI,1798
SUÑER,1797
JORQUERA,1797
DELICADO,1797
ITURRALDE,1796
NIEVA,1791
FLORIT,1790
DINU,1790
GASTON,1789
VELOSO,1788
CIVERA,1788
EGAÑA,1787
CULEBRAS,1785
ISIDRO,1785
JANE,1785
MONLEON,1784
MANZANERO,1781
ABUIN,1780
PIRIZ,1779
RENTERO,1778
NOVA,1778
FEMENIA,1777
QUIÑONERO,1777
COTS,1776
ALAMINOS,1776
GONÇALVES,1775
MASIA,1773
HOYO,1772
RABANAL,1771
MADRAZO,1770
PLAZAS,1770
COLINO,1769
BEA,1766
BARNES,1765
GARAU,1764
TUBIO,1764
MURGA,1762
CARLOS,1761
CALA,1761
OCON,1761
CENTELLES,1760
LEE,1760
GAÑAN,1759
CASAÑAS,1758
URDIALES,1758
ALES,1757
BLAY,1757
TALENS,1756
HONRUBIA,1755
CARBALLIDO,1755
BENGOECHEA,1753
JERONIMO,1753
SORRIBES,1753
MOLINO,1752
RULL,1752
RECASENS,1752
TRAVER,1751
TARRES,1748
SOCAS,1748
REMON,1746
TUÑON,1746
BALADO,1746
PORTAS,1744
LUZON,1744
SENA,1744
BORDON,1744
TARRAGO,1743
RODES,1743
IRIBARREN,1742
VALOR,1736
GATO,1735
VILLAMOR,1733
DE SANTOS,1733
BENALI,1732
KUMAR,1732
MIRET,1731
RIU,1730
ORENES,1730
GANCEDO,1730
TRIAS,1730
HE,1730
URQUIJO,1729
TASCON,1726
MALLEN,1726
BENEITEZ,1725
MORAIS,1725
LERA,1724
VILLAGRASA,1724
CIDONCHA,1724
MOSTEIRO,1724
DE LA MORENA,1724
FUSTE,1723
CABALLE,1723
CLAVER,1722
CORUJO,1721
PEGUERO,1721
CAMUÑAS,1720
PESCADOR,1720
SERANTES,1720
ACHA,1717
MUNAR,1716
DE SANTIAGO,1716
MORUNO,1715
VALLEJOS,1715
ESPIÑEIRA,1715
MONTOLIU,1715
ASTUDILLO,1715
VILLARINO,1714
FONS,1713
LAZO,1713
CADIZ,1712
TORT,1709
RAJA,1709
RASCON,1709
DEL PRADO,1708
MUDARRA,1708
BLEDA,1706
CARRIZO,1706
ESTUPIÑAN,1705
BERENGUEL,1704
LOAIZA,1704
CABA,1703
CALVETE,1700
ORTOLA,1700
TERRONES,1698
FENOLL,1697
YEBENES,1696
ROBAINA,1696
BORRAJO,1696
JUSTE,1696
LARRINAGA,1695
GAYO,1694
LIÑARES,1694
PRIMO,1694
JOHNSON,1693
AZCARATE,1691
VELO,1691
OGANDO,1691
ZHAN,1691
CARDO,1690
JUNCAL,1690
SALINERO,1690
SUBIRANA,1690
ROSSI,1690
FIGUEIRA,1689
CORCHADO,1688
ORTEGO,1688
OLAIZOLA,1688
CASO,1687
BARRIUSO,1687
BALSALOBRE,1685
NEAGU,1685
CERVERO,1683
CESAR,1683
GUIJO,1682
CARBALLEIRA,1682
HORRILLO,1681
CANELA,1681
CASTIÑEIRAS,1680
MOREY,1680
MOLDES,1679
IVORRA,1679
CUERVA,1679
LODEIRO,1678
SOCIAS,1677
DRAGOMIR,1677
GOMAR,1676
DOÑATE,1675
CASQUERO,1675
CELIS,1675
APARICI,1674
ABAJO,1674
LLOMPART,1673
IONITA,1672
RECALDE,1671
LAGOS,1669
MEGIA,1669
IONESCU,1669
ARGENTE,1667
PREGO,1667
NISTAL,1667
TAHIRI,1666
ANGHEL,1666
VAQUER,1665
PORTALES,1665
TAMARGO,1664
SOBRADO,1663
PALOP,1663
BEDMAR,1662
PORTOLES,1660
CORCUERA,1659
QUINTANS,1658
OÑA,1657
SENRA,1654
ARA,1654
DAMIAN,1653
MANTECON,1652
BANDERA,1652
PLANELLES,1650
ESTUDILLO,1649
PASTORIZA,1649
ZABALZA,1648
NAVEIRA,1647
CERVILLA,1646
VILLAFRANCA,1646
CARCELEN,1646
ENCARNACION,1645
EIZAGUIRRE,1645
MADERO,1645
OLVERA,1644
JUSTINIANO,1643
AUÑON,1643
ANGLES,1643
TORREBLANCA,1641
CARLES,1639
BANEGAS,1639
RUIBAL,1639
MORETA,1639
OJEA,1639
SAN PEDRO,1637
ALAVA,1637
OSA,1635
TEIXIDOR,1634
PREDA,1634
DE LA RIVA,1633
CASTELLVI,1632
LARIO,1632
LAPUENTE,1632
GILI,1631
LADO,1631
PECO,1630
MARSAL,1630
ORDAS,1630
BALAN,1628
HERCE,1627
ORIOL,1627
CASCO,1626
ESCRIBA,1626
ASIN,1626
GALMES,1625
TARDIO,1625
FONTENLA,1625
RIBOT,1622
VITORIA,1622
PERAZA,1621
GARIN,1621
MOROCHO,1620
SEGADO,1620
TANASE,1620
PERDIGUERO,1619
ORDUÑA,1619
MASEDA,1619
AYMERICH,1619
MEJUTO,1619
MOSCARDO,1618
MADERA,1616
CELMA,1615
SARDA,1615
UNGUREANU,1615
BRICEÑO,1614
CARDOZO,1614
FELIP,1613
SERROUKH,1613
FEBRER,1612
MARZAL,1610
SARASOLA,1608
LLINAS,1608
ALBERTOS,1608
SAN MILLAN,1608
PETIT,1606
MENDO,1605
MORRO,1605
SELMA,1605
OCHANDO,1605
LUACES,1603
MANTILLA,1603
MINAYA,1602
PARRONDO,1600
VELIZ,1600
VALERIO,1599
FURIO,1597
REBOREDO,1597
CARBONERO,1596
CARAMES,1596
VILLACORTA,1596
SERRADILLA,1593
TEMPRANO,1591
MESQUIDA,1591
BERZAL,1591
COMAN,1589
RIPOLLES,1588
RUBI,1587
LLULL,1585
MONTEJANO,1584
FULLANA,1583
FENOY,1581
CAMBRONERO,1579
TOBAR,1579
SOTOS,1578
ABENZA,1578
HERNAIZ,1578
MOLINOS,1578
ANDRADA,1576
MARRON,1576
CELA,1575
SIMBAÑA,1575
PISA,1574
MURIAS,1574
CUSTODIO,1573
CARPENA,1573
BARRA,1572
BARCALA,1572
FOFANA,1572
BASCON,1571
ARRUTI,1570
FELICES,1570
BUGALLO,1569
HIGUERO,1567
CASAMAYOR,1567
REYERO,1566
RISUEÑO,1564
ANGUERA,1564
SORDO,1564
BARBU,1564
DE LA FLOR,1563
PARICIO,1562
MAGALLON,1562
MARGALEF,1562
LUNGU,1562
ESCALADA,1561
SIGNES,1560
TOURAY,1560
BETANCOURT,1559
PLIEGO,1558
CARIDE,1557
FAURA,1556
FEBLES,1555
COLLADOS,1555
GUARDADO,1554
BAIXAULI,1554
CRACIUN,1553
MARICHAL,1552
ROZALEN,1552
PASCUA,1552
FRAU,1551
CEDRES,1550
GALVE,1550
CHIVA,1550
CALATRAVA,1549
HASSAN,1549
JESUS,1548
CERRADA,1546
JORNET,1544
FERRAGUT,1543
TARIFA,1543
BARRY,1543
BACA,1542
SERENA,1541
RENGEL,1540
COLOMO,1539
TEJADO,1538
NAVIO,1538
FARIAS,1537
SESE,1537
OLCINA,1537
ZARZUELA,1536
ALCOVER,1536
SANTA CRUZ,1535
ROSENDO,1534
BUJALANCE,1534
FILIP,1533
BENEDI,1532
WILSON,1532
ALLUE,1531
CARNEIRO,1529
MUNTEAN,1529
PERIAÑEZ,1528
BALSA,1528
BARQUILLA,1527
CUBELLS,1526
PALOS,1525
MELGUIZO,1525
SOLAZ,1524
INSA,1524
PINOS,1524
ARMARIO,1524
SOLAR,1523
SOLDADO,1522
CIRERA,1522
ORMAZABAL,1521
ESCRICHE,1519
CAPOTE,1519
GARNICA,1519
ZUBILLAGA,1518
SANCHA,1517
ALBALAT,1517
PAUL,1516
ARENAL,1515
TIZON,1515
BERRUEZO,1514
PUCHOL,1514
TOURE,1514
